store_name,street,city,state,zip,landline,mobile,website,date,location,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,Population,Zip,County,AverageMbps,FastestAverageMbps
Trader Joe's Surprise (92),14095 W Grand Ave,Surprise,AZ,85374,623-546-1640,623-546-1640,https://locations.traderjoes.com/az/surprise/92/,2021-07-10,Arizona,51.22,43.91,47146.0,85374,Maricopa,88.69,242.3
Trader Joe's N Scottsdale (87),7555 E Frank Lloyd Wright,Scottsdale,AZ,85260,480-367-8920,480-367-8920,https://locations.traderjoes.com/az/scottsdale/87/,2021-07-10,Arizona,51.22,43.91,36056.0,85260,Maricopa,148.05,365.18
Trader Joe's ASU (91),940 E. University Drive,Tempe,AZ,85281,480-303-9974,480-303-9974,https://locations.traderjoes.com/az/tempe/91/,2021-07-10,Arizona,51.22,43.91,57348.0,85281,Maricopa,73.44,166.62
Trader Joe's Tucson - Campbell & Limberlost (191),4209 N Campbell Ave,Tucson,AZ,85719,520-325-0069,520-325-0069,https://locations.traderjoes.com/az/tucson/191/,2021-07-10,Arizona,51.22,43.91,43989.0,85719,Pima,74.26,186.21
Trader Joe's Ahwatukee (177),4025 E Chandler Blvd,Phoenix,AZ,85048,480-759-2295,480-759-2295,https://locations.traderjoes.com/az/phoenix/177/,2021-07-10,Arizona,51.22,43.91,33449.0,85048,Maricopa,119.77,277.14
Trader Joe's Paradise Valley (282),4726 East Shea Blvd,Phoenix,AZ,85028,602-485-7788,602-485-7788,https://locations.traderjoes.com/az/phoenix/282/,2021-07-10,Arizona,51.22,43.91,19157.0,85028,Maricopa,95.29,206.81
Trader Joe's Oro Valley (96),7912 N Oracle,Oro Valley,AZ,85704,520-797-4207,520-797-4207,https://locations.traderjoes.com/az/oro-valley/96/,2021-07-10,Arizona,51.22,43.91,30929.0,85704,Pima,72.25,206.25
Trader Joe's Phoenix - Town & Country (90),4821 N 20th St,Phoenix,AZ,85016,602-912-9022,602-912-9022,https://locations.traderjoes.com/az/phoenix/90/,2021-07-10,Arizona,51.22,43.91,33896.0,85016,Maricopa,91.52,251.08
Trader Joe's Mesa (89),2050 E Baseline Rd,Mesa,AZ,85204,480-632-0951,480-632-0951,https://locations.traderjoes.com/az/mesa/89/,2021-07-10,Arizona,51.22,43.91,60885.0,85204,Maricopa,107.11,308.39
Trader Joe's Tempe (93),6460 S McClintock Dr,Tempe,AZ,85283,480-838-4142,480-838-4142,https://locations.traderjoes.com/az/tempe/93/,2021-07-10,Arizona,51.22,43.91,44813.0,85283,Maricopa,76.34,173.61
Trader Joe's Glendale (85),7720 West Bell Rd,Glendale,AZ,85308,623-776-7414,623-776-7414,https://locations.traderjoes.com/az/glendale/85/,2021-07-10,Arizona,51.22,43.91,63876.0,85308,Maricopa,76.15,164.5
Trader Joe's Annapolis (650),160 F Jennifer Rd,Annapolis,MD,21401,410-573-0505,410-573-0505,https://locations.traderjoes.com/md/annapolis/650/,2021-07-10,Maryland,62.75,57.1,36012.0,21401,Anne Arundel,137.16,348.81
Trader Joe's Bethesda (645),6831 Wisconsin Ave,Bethesda,MD,20815,301-907-0982,301-907-0982,https://locations.traderjoes.com/md/bethesda/645/,2021-07-10,Maryland,62.75,57.1,29082.0,20815,Montgomery,139.83,329.96
Trader Joe's Columbia (658),6610 Marie Curie Dr,Elkridge,MD,21075,410-953-8139,410-953-8139,https://locations.traderjoes.com/md/elkridge/658/,2021-07-10,Maryland,62.75,57.1,26344.0,21075,Howard,142.22,469.46
Trader Joe's Silver Spring (652),10741 Columbia Pike,Silver Spring,MD,20901,301-681-1675,301-681-1675,https://locations.traderjoes.com/md/silver-spring/652/,2021-07-10,Maryland,62.75,57.1,34832.0,20901,Montgomery,125.55,420.08
Trader Joe's Pikesville (655),1809 Reisterstown Rd,Pikesville,MD,21208,410-484-8373,410-484-8373,https://locations.traderjoes.com/md/pikesville/655/,2021-07-10,Maryland,62.75,57.1,33917.0,21208,Baltimore County,208.41,525.76
Trader Joe's Rockville (642),12268-H Rockville Pike,Rockville,MD,20852,301-468-6656,301-468-6656,https://locations.traderjoes.com/md/rockville/642/,2021-07-10,Maryland,62.75,57.1,40365.0,20852,Montgomery,124.82,355.58
Trader Joe's North Potomac (648),10076 Darnestown Rd,Rockville,MD,20850,301-762-0782,301-762-0782,https://locations.traderjoes.com/md/rockville/648/,2021-07-10,Maryland,62.75,57.1,46340.0,20850,Montgomery,141.39,491.63
Trader Joe's Towson (649),800 Kenilworth Drive,Towson,MD,21204,410-321-0276,410-321-0276,https://locations.traderjoes.com/md/towson/649/,2021-07-10,Maryland,62.75,57.1,20253.0,21204,Baltimore County,177.06,379.9
Trader Joe's San Antonio (451),350 East Basse Road,San Antonio,TX,78209,210-826-1110,210-826-1110,https://locations.traderjoes.com/tx/san-antonio/451/,2021-07-10,Texas,49.03,42.09,39197.0,78209,Bexar,141.61,355.2
Trader Joe's The Woodlands (428),10868 Kuykendahl Road,The Woodlands,TX,77381,281-465-0254,281-465-0254,https://locations.traderjoes.com/tx/the-woodlands/428/,2021-07-10,Texas,49.03,42.09,34961.0,77381,Montgomery,140.49,337.21
Trader Joe's Dallas North (401),7939 Walnut Hill Lane,Dallas,TX,75230,214-346-6579,214-346-6579,https://locations.traderjoes.com/tx/dallas/401/,2021-07-10,Texas,49.03,42.09,26934.0,75230,Dallas,145.92,314.9
Trader Joe's Austin - Rollingwood (453),2805 Bee Cave Rd,Austin,TX,78746,512-306-1032,512-306-1032,https://locations.traderjoes.com/tx/austin/453/,2021-07-10,Texas,49.03,42.09,26928.0,78746,Travis,163.02,306.79
Trader Joe's Fort Worth (404),2701 S Hulen St,Fort Worth,TX,76109,817-922-9107,817-922-9107,https://locations.traderjoes.com/tx/fort-worth/404/,2021-07-10,Texas,49.03,42.09,21710.0,76109,Tarrant,104.48,301.6
Trader Joe's San Antonio - Sonterra Village (455),403 N Loop 1604 W,San Antonio,TX,78232,210-545-3123,210-545-3123,https://locations.traderjoes.com/tx/san-antonio/455/,2021-07-10,Texas,49.03,42.09,35120.0,78232,Bexar,119.28,233.72
Trader Joe's Houston - Alabama Theater (426),2922 S Shepherd Drive,Houston,TX,77098,713-526-4034,713-526-4034,https://locations.traderjoes.com/tx/houston/426/,2021-07-10,Texas,49.03,42.09,13076.0,77098,Harris,121.68,276.98
Trader Joe's Plano (402),2400 Preston Rd,Plano,TX,75093,972-312-9538,972-312-9538,https://locations.traderjoes.com/tx/plano/402/,2021-07-10,Texas,49.03,42.09,47187.0,75093,Collin,90.04,227.55
Trader Joe's Katy (Cinco Ranch) (429),2717 Commercial Center Blvd,Katy,TX,77494,281-392-4200,281-392-4200,https://locations.traderjoes.com/tx/katy/429/,2021-07-10,Texas,49.03,42.09,61600.0,77494,Fort Bend,115.41,307.1
Trader Joe's Dallas West (405),5550 W Lovers Lane,Dallas,TX,75209,214-366-0205,214-366-0205,https://locations.traderjoes.com/tx/dallas/405/,2021-07-10,Texas,49.03,42.09,13653.0,75209,Dallas,196.81,530.39
Trader Joe's Houston - S Voss Rd (427),1440 South Voss Road,Houston,TX,77057,713-266-2377,713-266-2377,https://locations.traderjoes.com/tx/houston/427/,2021-07-10,Texas,49.03,42.09,39208.0,77057,Harris,117.8,291.98
Trader Joe's Austin - Seaholm (452),"211 Walter Seaholm Dr, Ste 100",Austin,TX,78701,512-474-2263,512-474-2263,https://locations.traderjoes.com/tx/austin/452/,2021-07-10,Texas,49.03,42.09,6841.0,78701,Travis,116.05,308.63
Trader Joe's Dallas Far North (407),14856 Preston Rd,Dallas,TX,75254,972-239-3901,972-239-3901,https://locations.traderjoes.com/tx/dallas/407/,2021-07-10,Texas,49.03,42.09,23253.0,75254,Dallas,120.39,234.86
Trader Joe's McKinney (408),2851 Craig Dr Ste 100,McKinney,TX,75070,214-491-1893,214-491-1893,https://locations.traderjoes.com/tx/mckinney/408/,2021-07-10,Texas,49.03,42.09,74734.0,75070,Collin,125.95,313.22
Trader Joe's Austin - Northwest (454),9722 Great Hills Trail,Austin,TX,78759,512-241-1248,512-241-1248,https://locations.traderjoes.com/tx/austin/454/,2021-07-10,Texas,49.03,42.09,38891.0,78759,Travis,94.78,266.11
Trader Joe's Southlake (406),1492 E Southlake Blvd,Southlake,TX,76092,817-251-0360,817-251-0360,https://locations.traderjoes.com/tx/southlake/406/,2021-07-10,Texas,49.03,42.09,26669.0,76092,Tarrant,149.26,420.13
Trader Joe's Houston - West (431),11683 Westheimer Rd,Houston,TX,77077,281-496-2488,281-496-2488,https://locations.traderjoes.com/tx/houston/431/,2021-07-10,Texas,49.03,42.09,52151.0,77077,Harris,87.53,233.02
Trader Joe's Dallas  -  Lower Greenville (403),2001 Greenville Ave,Dallas,TX,75206,469-334-0614,469-334-0614,https://locations.traderjoes.com/tx/dallas/403/,2021-07-10,Texas,49.03,42.09,36248.0,75206,Dallas,169.1,467.27
Trader Joe's Williamsburg (657),5000 Settlers Market Blvd,Williamsburg,VA,23188,757-259-2135,757-259-2135,https://locations.traderjoes.com/va/williamsburg/657/,2021-07-10,Virginia,59.84,52.82,38733.0,23188,James City,97.48,244.29
Trader Joe's Ashburn (619),44755 Brimfield Dr,Ashburn,VA,20147,703-858-5993,703-858-5993,https://locations.traderjoes.com/va/ashburn/619/,2021-07-10,Virginia,59.84,52.82,54086.0,20147,Loudoun,148.61,487.89
Trader Joe's Alexandria (647),612 N Saint Asaph St,Alexandria,VA,22314,703-548-0611,703-548-0611,https://locations.traderjoes.com/va/alexandria/647/,2021-07-10,Virginia,59.84,52.82,29653.0,22314,Alexandria,129.62,339.96
Trader Joe's Richmond (786),3000 Stony Point Rd,Richmond,VA,23235,804-323-4292,804-323-4292,https://locations.traderjoes.com/va/richmond/786/,2021-07-10,Virginia,59.84,52.82,30165.0,23235,Chesterfield,100.7,255.7
Trader Joe's Fairfax (643),9464 Main St,Fairfax,VA,22031,703-764-8550,703-764-8550,https://locations.traderjoes.com/va/fairfax/643/,2021-07-10,Virginia,59.84,52.82,29795.0,22031,Fairfax County,123.61,393.95
Trader Joe's Reston (646),11958 Killingsworth Ave,Reston,VA,20194,703-689-0865,703-689-0865,https://locations.traderjoes.com/va/reston/646/,2021-07-10,Virginia,59.84,52.82,13165.0,20194,Fairfax County,183.38,529.35
Trader Joe's Centreville (654),14100 Lee Hwy,Centreville,VA,20120,703-815-0697,703-815-0697,https://locations.traderjoes.com/va/centreville/654/,2021-07-10,Virginia,59.84,52.82,40695.0,20120,Fairfax County,143.55,419.05
Trader Joe's Virginia Beach (660),503 Hilltop Plaza,Virginia Beach,VA,23454,757-422-4840,757-422-4840,https://locations.traderjoes.com/va/virginia-beach/660/,2021-07-10,Virginia,59.84,52.82,60283.0,23454,Virginia Beach,91.63,257.1
Trader Joe's Falls Church - Tyson's Station (641),7514 Leesburg Turnpike,Falls Church,VA,22043,703-288-0566,703-288-0566,https://locations.traderjoes.com/va/falls-church/641/,2021-07-10,Virginia,59.84,52.82,24302.0,22043,Fairfax County,115.15,313.73
Trader Joe's Richmond/Short Pump (659),11331 W Broad St,Glen Allen,VA,23060,804-360-4098,804-360-4098,https://locations.traderjoes.com/va/glen-allen/659/,2021-07-10,Virginia,59.84,52.82,33417.0,23060,Henrico,136.97,371.77
Trader Joe's Springfield (651),6394 Springfield Plaza,Springfield,VA,22150,703-569-9301,703-569-9301,https://locations.traderjoes.com/va/springfield/651/,2021-07-10,Virginia,59.84,52.82,27105.0,22150,Fairfax County,64.32,144.88
Trader Joe's Charlottesville (661),2025 Bond St.,Charlottesville,VA,22901,434-974-1466,434-974-1466,https://locations.traderjoes.com/va/charlottesville/661/,2021-07-10,Virginia,59.84,52.82,32532.0,22901,Albemarle,75.16,223.38
Trader Joe's Newport News (656),12551 Jefferson Ave,Newport News,VA,23602,757-890-0235,757-890-0235,https://locations.traderjoes.com/va/newport-news/656/,2021-07-10,Virginia,59.84,52.82,39676.0,23602,Newport News,73.17,188.3
Trader Joe's Bailey's Crossroads (644),5847 Leesburg Pike,Bailey's Crossroads,VA,22041,703-379-5883,703-379-5883,https://locations.traderjoes.com/va/bailey-s-crossroads/644/,2021-07-10,Virginia,59.84,52.82,27989.0,22041,Fairfax County,94.16,238.92
Trader Joe's Arlington - Clarendon (640),1109 N Highland St,Arlington,VA,22201,703-351-8015,703-351-8015,https://locations.traderjoes.com/va/arlington/640/,2021-07-10,Virginia,59.84,52.82,33476.0,22201,Arlington,140.28,361.03
Trader Joe's Media (637),12 E State St,Media,PA,19063,610-891-2752,610-891-2752,https://locations.traderjoes.com/pa/media/637/,2021-07-10,Pennsylvania,63.58,50.57,35704.0,19063,Delaware,104.35,293.46
Trader Joe's Wayne (632),171 E Swedesford Rd,Wayne,PA,19087,610-225-0925,610-225-0925,https://locations.traderjoes.com/pa/wayne/632/,2021-07-10,Pennsylvania,63.58,50.57,32225.0,19087,Chester,156.76,482.57
Trader Joe's Pittsburgh (638),6343 Penn Ave,Pittsburgh,PA,15206,412-363-5748,412-363-5748,https://locations.traderjoes.com/pa/pittsburgh/638/,2021-07-10,Pennsylvania,63.58,50.57,28615.0,15206,Allegheny,103.94,245.01
Trader Joe's Philadelphia - Center City (634),2121 Market St,Philadelphia,PA,19103,215-569-9282,215-569-9282,https://locations.traderjoes.com/pa/philadelphia/634/,2021-07-10,Pennsylvania,63.58,50.57,21908.0,19103,Philadelphia,53.24,181.85
Trader Joe's State College (629),243 Patriot Lane,State College,PA,16803,814-234-2224,814-234-2224,https://locations.traderjoes.com/pa/state-college/629/,2021-07-10,Pennsylvania,63.58,50.57,23685.0,16803,Centre,116.89,293.64
Trader Joe's Arch St. (618),1324 Arch St.,Philadelphia,PA,19107,215-563-2170,215-563-2170,https://locations.traderjoes.com/pa/philadelphia/618/,2021-07-10,Pennsylvania,63.58,50.57,14875.0,19107,Philadelphia,65.37,170.01
Trader Joe's North Wales (639),1460 Bethlehem Pike,North Wales,PA,19454,215-646-5870,215-646-5870,https://locations.traderjoes.com/pa/north-wales/639/,2021-07-10,Pennsylvania,63.58,50.57,27870.0,19454,Montgomery,136.35,327.31
Trader Joe's Pittsburgh - South Hills (630),1630 Washington Rd,Pittsburgh,PA,15241,412-835-2212,412-835-2212,https://locations.traderjoes.com/pa/pittsburgh/630/,2021-07-10,Pennsylvania,63.58,50.57,20395.0,15241,Allegheny,95.34,236.98
Trader Joe's Ardmore (635),112 Coulter Ave,Ardmore,PA,19003,610-658-0645,610-658-0645,https://locations.traderjoes.com/pa/ardmore/635/,2021-07-10,Pennsylvania,63.58,50.57,12519.0,19003,Montgomery,107.06,296.47
Trader Joe's Jenkintown (633),933 Old York Rd,Jenkintown,PA,19046,215-885-5240,215-885-5240,https://locations.traderjoes.com/pa/jenkintown/633/,2021-07-10,Pennsylvania,63.58,50.57,17809.0,19046,Montgomery,102.5,288.84
Trader Joe's Pittsburgh North Hills (624),9020 Covenant Ave,Pittsburgh,PA,15237,412-366-1131,412-366-1131,https://locations.traderjoes.com/pa/pittsburgh/624/,2021-07-10,Pennsylvania,63.58,50.57,41895.0,15237,Allegheny,111.22,313.63
Trader Joe's Bloomington (724),4270 W 78th St,Bloomington,MN,55435,952-835-8640,952-835-8640,https://locations.traderjoes.com/mn/bloomington/724/,2021-07-10,Minnesota,57.53,52.62,11592.0,55435,Hennepin,77.77,199.7
Trader Joe's Maple Grove (713),12105 Elm Creek Blvd N,Maple Grove,MN,55369,763-315-1739,763-315-1739,https://locations.traderjoes.com/mn/maple-grove/713/,2021-07-10,Minnesota,57.53,52.62,32524.0,55369,Hennepin,152.29,425.78
Trader Joe's St. Paul (716),484 Lexington Pkwy S,St. Paul,MN,55105,651-698-3119,651-698-3119,https://locations.traderjoes.com/mn/st.-paul/716/,2021-07-10,Minnesota,57.53,52.62,28455.0,55105,Ramsey,82.18,197.78
Trader Joe's St. Louis Park (710),4500 Excelsior Blvd,St. Louis Park,MN,55416,952-285-1053,952-285-1053,https://locations.traderjoes.com/mn/st.-louis-park/710/,2021-07-10,Minnesota,57.53,52.62,29027.0,55416,Hennepin,53.5,194.11
Trader Joe's Minneapolis (725),721 Washington Ave S,Minneapolis,MN,55415,612-339-2110,612-339-2110,https://locations.traderjoes.com/mn/minneapolis/725/,2021-07-10,Minnesota,57.53,52.62,2604.0,55415,Hennepin,38.2,98.27
Trader Joe's Rochester (718),1200 16th St SW,Rochester,MN,55902,507-281-4411,507-281-4411,https://locations.traderjoes.com/mn/rochester/718/,2021-07-10,Minnesota,57.53,52.62,21968.0,55902,Olmsted,50.7,110.16
Trader Joe's Shoreview (727),1041 Red Fox Rd,Shoreview,MN,55126,651-765-1398,651-765-1398,https://locations.traderjoes.com/mn/shoreview/727/,2021-07-10,Minnesota,57.53,52.62,25140.0,55126,Ramsey,116.45,251.31
Trader Joe's Minnetonka (714),11220 Wayzata Blvd,Minnetonka,MN,55305,952-417-9080,952-417-9080,https://locations.traderjoes.com/mn/minnetonka/714/,2021-07-10,Minnesota,57.53,52.62,19368.0,55305,Hennepin,143.96,297.96
Trader Joe's Woodbury (715),8960 Hudson Rd. Ste. 801,Woodbury,MN,55125,651-735-0269,651-735-0269,https://locations.traderjoes.com/mn/woodbury/715/,2021-07-10,Minnesota,57.53,52.62,43281.0,55125,Washington,153.86,324.7
Trader Joe's Delray Beach (771),1851 S Federal Highway #500,Delray Beach,FL,33483,561-278-1493,561-278-1493,https://locations.traderjoes.com/fl/delray-beach/771/,2021-07-10,Florida,54.67,46.86,12093.0,33483,Palm Beach,142.67,232.17
Trader Joe's Fort Myers (784),4983 S. Cleveland Avenue,Fort Myers,FL,33907,239-275-1712,239-275-1712,https://locations.traderjoes.com/fl/fort-myers/784/,2021-07-10,Florida,54.67,46.86,22138.0,33907,Lee,79.66,238.09
Trader Joe's Miami Beach (779),1683 West Ave,Miami Beach,FL,33139,305-534-4951,305-534-4951,https://locations.traderjoes.com/fl/miami-beach/779/,2021-07-10,Florida,54.67,46.86,38613.0,33139,Miami-Dade,166.46,322.74
Trader Joe's Jacksonville Beach (760),4180 S 3rd St,Jacksonville Beach,FL,32250,904-241-1770,904-241-1770,https://locations.traderjoes.com/fl/jacksonville-beach/760/,2021-07-10,Florida,54.67,46.86,25356.0,32250,Duval,106.83,260.61
Trader Joe's Palm Beach Gardens (772),2560 PGA Blvd,Palm Beach Gardens,FL,33410,561-514-6455,561-514-6455,https://locations.traderjoes.com/fl/palm-beach-gardens/772/,2021-07-10,Florida,54.67,46.86,32570.0,33410,Palm Beach,130.33,269.58
Trader Joe's Tallahassee (763),3425 Thomasville Rd,Tallahassee,FL,32309,850-894-2538,850-894-2538,https://locations.traderjoes.com/fl/tallahassee/763/,2021-07-10,Florida,54.67,46.86,30159.0,32309,Leon,53.92,168.91
Trader Joe's St. Petersburg (767),2742 4th St N,St. Petersburg,FL,33704,727-824-0907,727-824-0907,https://locations.traderjoes.com/fl/st.-petersburg/767/,2021-07-10,Florida,54.67,46.86,16098.0,33704,Pinellas,107.9,205.0
Trader Joe's Jacksonville (769),11112 San Jose Blvd,Jacksonville,FL,32223,904-880-0582,904-880-0582,https://locations.traderjoes.com/fl/jacksonville/769/,2021-07-10,Florida,54.67,46.86,23980.0,32223,Duval,36.03,70.66
Trader Joe's Davie (778),2296 S University Dr,Davie,FL,33324,954-512-2968,954-512-2968,https://locations.traderjoes.com/fl/davie/778/,2021-07-10,Florida,54.67,46.86,42847.0,33324,Broward,107.87,282.11
Trader Joe's Naples (762),10600 Tamiami Trail N,Naples,FL,34108,239-596-5631,239-596-5631,https://locations.traderjoes.com/fl/naples/762/,2021-07-10,Florida,54.67,46.86,16874.0,34108,Collier,132.06,317.06
Trader Joe's Wellington (774),2877 South State Rd 7,Wellington,FL,33414,561-656-1067,561-656-1067,https://locations.traderjoes.com/fl/wellington/774/,2021-07-10,Florida,54.67,46.86,53718.0,33414,Palm Beach,102.36,235.4
Trader Joe's Gainesville (764),3724 SW Archer Rd,Gainesville,FL,32608,352-378-9321,352-378-9321,https://locations.traderjoes.com/fl/gainesville/764/,2021-07-10,Florida,54.67,46.86,45842.0,32608,Alachua,77.29,192.52
Trader Joe's Pembroke Pines (775),11960 Pines Blvd,Pembroke Pines,FL,33026,954-432-0405,954-432-0405,https://locations.traderjoes.com/fl/pembroke-pines/775/,2021-07-10,Florida,54.67,46.86,28498.0,33026,Broward,89.27,178.82
Trader Joe's OrlandoDr. Phillips (768),8323 Sand Lake Rd,Orlando,FL,32819,407-345-0611,407-345-0611,https://locations.traderjoes.com/fl/orlando/768/,2021-07-10,Florida,54.67,46.86,24976.0,32819,Orange,66.69,181.62
Trader Joe's Boca Raton (773),855 S Federal Hwy,Boca Raton,FL,33432,561-338-5031,561-338-5031,https://locations.traderjoes.com/fl/boca-raton/773/,2021-07-10,Florida,54.67,46.86,18715.0,33432,Palm Beach,137.02,347.89
Trader Joe's Coral Springs (782),2796 N. University Drive,Coral Springs,FL,33065,954-227-3407,954-227-3407,https://locations.traderjoes.com/fl/coral-springs/782/,2021-07-10,Florida,54.67,46.86,51921.0,33065,Broward,90.86,241.87
Trader Joe's Winter Park (765),131 Orlando Ave.,Winter Park,FL,32789,407-622-0874,407-622-0874,https://locations.traderjoes.com/fl/winter-park/765/,2021-07-10,Florida,54.67,46.86,24557.0,32789,Orange,98.53,203.51
Trader Joe's Tampa (766),3808 W Swann Ave,Tampa,FL,33609,813-872-6846,813-872-6846,https://locations.traderjoes.com/fl/tampa/766/,2021-07-10,Florida,54.67,46.86,15999.0,33609,Hillsborough,90.65,201.96
Trader Joe's Fort Lauderdale (776),1560 N Federal Hwy,Fort Lauderdale,FL,33304,954-537-3585,954-537-3585,https://locations.traderjoes.com/fl/fort-lauderdale/776/,2021-07-10,Florida,54.67,46.86,17724.0,33304,Broward,156.82,285.92
Trader Joe's Sarasota (761),4101 S Tamiami Trail,Sarasota,FL,34231,941-922-5727,941-922-5727,https://locations.traderjoes.com/fl/sarasota/761/,2021-07-10,Florida,54.67,46.86,30268.0,34231,Sarasota,138.51,321.12
Trader Joe's Danbury (525),113 Mill Plain Rd,Danbury,CT,06811,203-739-0098,203-739-0098,https://locations.traderjoes.com/ct/danbury/525/,2021-07-10,Connecticut,67.82,61.61,31400.0,06811,Fairfield,149.54,404.56
Trader Joe's Darien (522),436 Boston Post Rd,Darien,CT,06820,203-656-1414,203-656-1414,https://locations.traderjoes.com/ct/darien/522/,2021-07-10,Connecticut,67.82,61.61,20732.0,06820,Fairfield,93.38,226.08
Trader Joe's Fairfield (523),2258 Black Rock Turnpike,Fairfield,CT,06825,203-330-8301,203-330-8301,https://locations.traderjoes.com/ct/fairfield/523/,2021-07-10,Connecticut,67.82,61.61,21123.0,06825,Fairfield,122.34,286.22
Trader Joe's Orange (524),560 Boston Post Rd,Orange,CT,06477,203-795-5505,203-795-5505,https://locations.traderjoes.com/ct/orange/524/,2021-07-10,Connecticut,67.82,61.61,13956.0,06477,New Haven,75.48,186.49
Trader Joe's Manchester (563),1510 Pleasant Valley Road,Manchester,CT,06042,860-644-3182,860-644-3182,https://locations.traderjoes.com/ct/manchester/563/,2021-07-10,Connecticut,67.82,61.61,22942.0,06042,Hartford,51.22,137.45
Trader Joe's Stamford (529),1041 High Ridge Rd,Stamford,CT,06905,203-321-8440,203-321-8440,https://locations.traderjoes.com/ct/stamford/529/,2021-07-10,Connecticut,67.82,61.61,19649.0,06905,Fairfield,129.78,264.22
Trader Joe's Westport (521),400 Post Road E,Westport,CT,06880,203-226-8966,203-226-8966,https://locations.traderjoes.com/ct/westport/521/,2021-07-10,Connecticut,67.82,61.61,26647.0,06880,Fairfield,121.64,248.41
Trader Joe's West Hartford (526),1489 New Britain Ave,West Hartford,CT,06110,860-561-4771,860-561-4771,https://locations.traderjoes.com/ct/west-hartford/526/,2021-07-10,Connecticut,67.82,61.61,12650.0,06110,Hartford,67.08,200.98
Trader Joe's Beaverton (141),11753 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,503-626-3794,503-626-3794,https://locations.traderjoes.com/or/beaverton/141/,2021-07-10,Oregon,59.35,54.55,24906.0,97005,Washington,108.48,502.43
Trader Joe's Lake Oswego (142),15391 SW Bangy Rd,Lake Oswego,OR,97035,503-639-3238,503-639-3238,https://locations.traderjoes.com/or/lake-oswego/142/,2021-07-10,Oregon,59.35,54.55,23912.0,97035,Clackamas,85.8,206.69
Trader Joe's Corvallis (154),1550 NW 9th St,Corvallis,OR,97330,541-753-0048,541-753-0048,https://locations.traderjoes.com/or/corvallis/154/,2021-07-10,Oregon,59.35,54.55,41472.0,97330,Benton,64.48,183.99
Trader Joe's Medford (155),55 Rossanley Dr,Medford,OR,97501,541-608-4993,541-608-4993,https://locations.traderjoes.com/or/medford/155/,2021-07-10,Oregon,59.35,54.55,42117.0,97501,Jackson,64.43,121.66
Trader Joe's Bend (150),63455 N Hwy 97,Bend,OR,97701,541-312-4198,541-312-4198,https://locations.traderjoes.com/or/bend/150/,2021-07-10,Oregon,59.35,54.55,58993.0,97701,Deschutes,79.59,175.48
Trader Joe's Portland NW (146),2122 NW Glisan St,Portland,OR,97210,971-544-0788,971-544-0788,https://locations.traderjoes.com/or/portland/146/,2021-07-10,Oregon,59.35,54.55,10887.0,97210,Multnomah,120.43,321.61
Trader Joe's Hillsboro (149),2285 NW 185th Ave,Hillsboro,OR,97124,503-645-8321,503-645-8321,https://locations.traderjoes.com/or/hillsboro/149/,2021-07-10,Oregon,59.35,54.55,48349.0,97124,Washington,82.05,232.06
Trader Joe's Eugene (145),85 Oakway Center,Eugene,OR,97401,541-485-1744,541-485-1744,https://locations.traderjoes.com/or/eugene/145/,2021-07-10,Oregon,59.35,54.55,40521.0,97401,Lane,86.86,245.21
Trader Joe's Portland - Hollywood (144),4121 NE Halsey St,Portland,OR,97232,503-284-4232,503-284-4232,https://locations.traderjoes.com/or/portland/144/,2021-07-10,Oregon,59.35,54.55,11472.0,97232,Multnomah,63.54,147.16
Trader Joe's Salem (153),4450 Commercial St SE,Salem,OR,97302,503-378-9042,503-378-9042,https://locations.traderjoes.com/or/salem/153/,2021-07-10,Oregon,59.35,54.55,37131.0,97302,Marion,112.84,317.97
Trader Joe's Portland SE (143),4715 SE Cesar Chavez Blvd,Portland,OR,97202,503-777-1601,503-777-1601,https://locations.traderjoes.com/or/portland/143/,2021-07-10,Oregon,59.35,54.55,38762.0,97202,Multnomah,59.44,169.22
Trader Joe's Clackamas (152),9345 SE 82nd Ave,Clackamas,OR,97086,503-771-6300,503-771-6300,https://locations.traderjoes.com/or/clackamas/152/,2021-07-10,Oregon,59.35,54.55,26010.0,97086,Clackamas,99.54,256.5
Trader Joe's Belle Meade (739),90 White Bridge Rd,Nashville,TN,37205,615-356-1066,615-356-1066,https://locations.traderjoes.com/tn/nashville/739/,2021-07-10,Tennessee,42.85,37.92,24057.0,37205,Davidson,135.19,322.99
Trader Joe's Germantown (738),2130 Exeter Rd.,Germantown,TN,38138,901-759-2803,901-759-2803,https://locations.traderjoes.com/tn/germantown/738/,2021-07-10,Tennessee,42.85,37.92,24045.0,38138,Shelby,60.72,186.5
Trader Joe's Knoxville (663),8001 Kingston Pike,Knoxville,TN,37919,865-670-4088,865-670-4088,https://locations.traderjoes.com/tn/knoxville/663/,2021-07-10,Tennessee,42.85,37.92,28194.0,37919,Knox,105.41,254.57
Trader Joe's Nashville (664),3909 Hillsboro Pike,Nashville,TN,37215,615-297-6560,615-297-6560,https://locations.traderjoes.com/tn/nashville/664/,2021-07-10,Tennessee,42.85,37.92,21190.0,37215,Davidson,119.28,288.97
Trader Joe's Royal Oak (674),27880 Woodward Ave,Royal Oak,MI,48067,248-582-9002,248-582-9002,https://locations.traderjoes.com/mi/royal-oak/674/,2021-07-10,Michigan,51.95,47.79,24458.0,48067,Oakland,75.61,101.04
